unit_id,method,row,segment,block,area_m2,height_max_m,height_mean_m,canopy_cover,volume_m3,n_pixels,data_coverage,vari_mean,exg_mean,gli_mean,height_max_m_pct,height_mean_m_pct,volume_m3_pct,canopy_cover_pct,vari_mean_pct,exg_mean_pct,gli_mean_pct
r043s091,rows,43,91,4134,0.7620000000461005,2.0648114681243896,1.6810602324207624,1.0,1.260795174315572,300,1.0,0.23535512253272522,0.3073415463113233,0.2120875370363695,48.627549735582974,52.127927474187864,69.30244270964494,58.66280533870562,75.97582472928734,79.19919415764292,79.57693276252833
r043s092,rows,43,92,4134,0.6477863598903162,2.1810219287872314,1.8804035948772055,1.0,1.1987572917342189,255,1.0,0.24884778382538236,0.325700881417717,0.22340742485478407,54.998740871317054,60.46335935532612,65.37396121883657,58.66280533870562,81.18861747670611,87.383530596827,87.28280030219089
r043s093,rows,43,93,4135,0.2968280871863812,2.2569806575775146,2.0429153045018515,1.0,0.6128745913505556,120,1.0,0.2640601927612033,0.3270374742509011,0.22377767960897862,60.010073029463605,74.11231427851926,34.67640392848149,58.66280533870562,87.23243515487282,87.96272979098464,87.5598086124402
r043s094,rows,43,94,4135,0.7619999999878928,2.213909864425659,1.5591998532166083,0.99,1.1693998899124565,300,1.0,0.18529251963200521,0.24006829630915705,0.16733813233977263,57.18962477965248,45.933014354066984,63.38453789977335,15.525056660790732,61.59657516998237,35.45706371191136,34.751951649458576
r043s095,rows,43,95,4135,0.7619999999878928,1.8667429685592651,0.9932645333806673,0.9633333333333334,0.7449484000355007,300,1.0,0.19092117306432274,0.24062062414357638,0.16784306137451913,40.16620498614959,22.059934525308485,41.47569881641904,13.724502644170233,63.81264165197683,35.91035003777386,35.230420548980106
r043s096,rows,43,96,4135,0.7619999999878928,2.177605152130127,1.6985496190190315,1.0,1.2739122142642738,300,1.0,0.27817356635808976,0.32956590313312056,0.22463035364432787,54.72173256106774,52.757491815663556,70.00755477209772,58.66280533870562,91.58902039788467,89.04558045832283,88.290103248552
r043s097,rows,43,97,4135,0.23627492160289415,2.181218147277832,1.9768137865596347,1.0,0.4447831019759179,90,1.0,0.28258206874626507,0.3285945855804299,0.22486458818567867,55.02392344497608,67.3885671115588,21.808108788718204,58.66280533870562,92.9740619491312,88.69302442709645,88.36565096952909
r043s098,rows,43,98,4136,0.6245971575727166,2.5707952976226807,2.2883039847016335,1.0,1.3729823908209804,240,1.0,0.2436034108567691,0.29655402967500527,0.205128206913251,84.18534374213044,92.44522790229162,74.3137748677915,58.66280533870562,78.99773356837069,73.88567111558801,74.21304457315537
r043s099,rows,43,99,4136,0.7619999999878928,2.3915834426879883,1.4424087842891458,0.9366666666666666,1.0818065882168595,300,1.0,0.08918383538396706,0.13927570864750713,0.0986735247745243,70.48602367161924,38.30269453538151,57.49181566356082,13.10752958952405,12.18836565096953,9.84638630067993,9.796021153361874
r043s100,rows,43,100,4136,0.7619999999878928,2.292384147644043,1.1625540386921758,0.81,0.871915529019132,300,1.0,0.1122450482749589,0.15830017337999802,0.11116734068227051,62.880886426592795,30.04281037522035,49.307479224376735,10.589272223621254,17.35079325107026,11.357340720221606,11.231427851926465
r043s101,rows,43,101,4136,0.6400564871626724,2.3766984939575195,2.0853039484398037,1.0,1.329381267130375,255,1.0,0.2459857696811369,0.2988071747808036,0.20605529679103515,69.22689498866784,78.04079576932762,72.34953412238731,58.66280533870562,80.08058423570888,74.9433392092672,74.84260891463107
r044s020,rows,44,20,4119,0.42680314577996603,0.8933943510055542,0.7010872884455955,0.9757575757575757,0.28919850648380824,165,1.0,0.2082478570765143,0.2366904520084751,0.1654900691846732,3.6011080332409975,9.997481742634097,13.724502644170233,14.202971543691763,69.70536388818938,33.56837068748426,32.989171493326616
r044s021,rows,44,21,4119,0.7619999999878928,1.4169453382492065,0.7267024865622321,0.9633333333333334,0.5450268649216743,300,1.0,0.1839966647840274,0.21362281505726144,0.14982782802691563,18.534374213044575,11.206245278267438,29.03550742885923,13.724502644170233,61.09292369680182,21.88365650969529,21.40518761017376
r044s022,rows,44,22,4119,0.7620000000461005,0.9405155777931213,0.6877299048565328,0.98,0.5157974286423997,300,1.0,0.19750599092623802,0.2297212711699226,0.16046844510370586,5.968269957189625,9.317552253840343,26.340972047343236,14.668849156383782,66.20498614958449,29.312515739108534,28.708133971291865
r044s023,rows,44,23,4119,0.7619999999878928,0.9427735805511475,0.7097586878637473,0.9766666666666667,0.5323190158978106,300,1.0,0.1924374464212285,0.22828774881977779,0.15985505116977974,6.144547972802821,10.299672626542433,27.851926466884912,14.366658272475446,64.46738856711156,28.65776882397381,28.204482498111304
r044s024,rows,44,24,4119,0.12218771625767968,0.9114587306976318,0.8109615478250716,1.0,0.09123317413032056,45,1.0,0.2255047579097905,0.2598783845515652,0.18170057777724347,4.281037522034752,17.22488038277512,2.014605892722236,58.66280533870562,73.68421052631578,49.88667841853437,50.49106018635104
r044s025,rows,44,25,4120,0.6625692841631327,2.213998794555664,1.723925997462927,1.0,1.0990028233826163,255,1.0,0.2502812547305015,0.30615002155194276,0.21140068471508783,57.2148073533115,53.563334172752455,58.574666330899014,58.66280533870562,81.8937295391589,78.64517753714429,78.94736842105263
r044s026,rows,44,26,4120,0.7619999999878928,2.422542095184326,1.8716370981931687,1.0,1.4037278236448767,300,1.0,0.2184886866931544,0.2653146207148936,0.18538500552588655,73.0546461848401,59.70788214555528,75.87509443465123,58.66280533870562,72.29916897506925,54.11735079325107,54.797280282044824
r044s027,rows,44,27,4120,0.7620000000461005,2.368443727493286,1.8126010545094808,1.0,1.359450790882111,300,1.0,0.20596560567695396,0.24986073715712814,0.17482512254347954,68.69806094182826,56.98816419038025,73.73457567363386,58.66280533870562,68.87433895744145,43.137748677914885,43.288844119869054
r044s028,rows,44,28,4120,0.6096969411797806,2.4608144760131836,1.8069398993005354,1.0,1.0841639395803215,240,1.0,0.22317309503925756,0.27280158648762004,0.18933631168896425,76.10173759758247,56.811886174767054,57.69327625283304,58.66280533870562,73.18055905313523,59.581969277260136,59.40569126164694
