unit_id,method,label,area_m2,height_max_m,height_mean_m,canopy_cover,volume_m3,n_pixels,data_coverage,vari_mean,exg_mean,gli_mean,height_max_m_pct,height_mean_m_pct,volume_m3_pct,canopy_cover_pct,vari_mean_pct,exg_mean_pct,gli_mean_pct
c00196,watershed,196,4.387499999807916,1.7066773176193237,0.9339685457802954,1.0,4.118801286902119,1764,1.0,0.13459500141012318,0.01788039655459292,0.013171841390520354,54.629629629629626,13.271604938271606,55.24691358024691,83.48765432098766,3.3950617283950617,1.5432098765432098,1.5432098765432098
c00197,watershed,197,1.6262500000387081,1.554725170135498,1.1649690246209503,0.9893939393939394,1.9221988906297094,660,1.0,0.29857592453113074,0.4057782966093111,0.2722586015574077,35.18518518518518,48.76543209876543,22.530864197530864,22.839506172839506,63.580246913580254,77.77777777777779,79.32098765432099
c00198,watershed,198,1.668125000022119,1.5684584379196167,1.1719008191306861,0.9731743666169895,1.965863624096984,671,1.0,0.31454601182093084,0.33550921529713157,0.2295128595328666,36.7283950617284,50.617283950617285,23.14814814814815,3.3950617283950617,74.38271604938271,52.160493827160494,53.39506172839506
c00199,watershed,199,4.445000000038708,1.6045564413070679,1.0380434036271597,0.9994391475042064,4.627078471680441,1783,1.0,0.26005374774286344,0.3057208516754809,0.20836961213194435,41.358024691358025,25.0,61.72839506172839,64.19753086419753,36.11111111111111,30.555555555555557,29.938271604938272
c00200,watershed,200,1.7149999999610008,1.5912818908691406,1.2418396422843427,0.983941605839416,2.1266503874176252,685,1.0,0.259506555100622,0.32818989958618333,0.22590380362228293,38.88888888888889,67.90123456790124,25.0,13.88888888888889,35.80246913580247,47.53086419753087,50.0
c00201,watershed,201,1.7418750000561707,1.7302113771438599,1.126309357016859,0.9929577464788732,1.999199108710272,710,1.0,0.28818243197785903,0.326819336536525,0.22350938014754898,57.098765432098766,40.123456790123456,23.456790123456788,30.864197530864196,56.17283950617284,46.60493827160494,47.22222222222222
c00202,watershed,202,3.666250000263099,1.6176713705062866,1.0068998949081411,1.0,3.717977861958256,1477,1.0,0.21331917081307986,0.22923385396571122,0.15836989614497554,43.20987654320987,20.37037037037037,50.308641975308646,83.48765432098766,11.419753086419753,6.172839506172839,5.864197530864197
c00203,watershed,203,2.7687500001033185,1.579980492591858,1.165241631772369,1.0,3.2626765689713606,1120,1.0,0.3211515976724161,0.4135163448959006,0.2764293530610793,37.96296296296296,49.074074074074076,43.51851851851852,83.48765432098766,77.77777777777779,81.48148148148148,81.48148148148148
c00204,watershed,204,9.469374999827997,1.68213951587677,1.1849261429278475,0.9989473684210526,11.25679835784466,3800,1.0,0.25934659465089316,0.3125524661119211,0.21228409830984804,50.92592592592593,54.32098765432099,90.74074074074075,59.876543209876544,35.49382716049383,37.03703703703704,35.80246913580247
c00205,watershed,205,4.154374999846624,1.5505362749099731,1.0356038252605912,0.9952295766249255,4.341769037416642,1677,1.0,0.2773682304176777,0.3037256771269704,0.20712205174009965,34.5679012345679,24.382716049382715,57.098765432098766,38.2716049382716,50.0,29.32098765432099,29.01234567901235
c00206,watershed,206,3.4124999999970895,1.5496962070465088,1.1238203050863584,0.9891067538126361,3.868751400270137,1377,1.0,0.2579218643339729,0.27938691396085014,0.1918807276928094,34.25925925925926,39.50617283950617,52.46913580246913,21.296296296296298,34.5679012345679,18.209876543209877,19.1358024691358
c00207,watershed,207,1.4225000001132142,1.5631362199783325,1.165846017194166,0.9930675909878682,1.681732879807083,577,1.0,0.3326933943952136,0.41428289456373507,0.27767549050611323,36.11111111111111,49.382716049382715,17.28395061728395,31.17283950617284,81.79012345679013,82.09876543209876,82.71604938271605
c00208,watershed,208,2.1881250000506407,1.532762050628662,1.2023592733426038,0.985244040862656,2.6481962995441686,881,1.0,0.373662947205575,0.4909095678385923,0.3224053949278304,31.48148148148148,59.25925925925925,34.25925925925926,16.358024691358025,97.22222222222221,96.29629629629629,96.60493827160494
c00209,watershed,209,1.3443750000419095,1.5799471139907837,1.1053896431517864,0.9815837937384899,1.5005664405825638,543,1.0,0.2380769842461569,0.3107246144455398,0.2124506432789479,37.65432098765432,36.41975308641975,14.506172839506174,10.802469135802468,22.22222222222222,35.49382716049383,36.11111111111111
c00210,watershed,210,1.4731249999179272,1.5508501529693604,1.145928441570495,0.9932318104906938,1.693109272424935,591,1.0,0.33453551761737305,0.3650542924692853,0.24803059462510338,34.876543209876544,45.370370370370374,17.901234567901234,31.48148148148148,82.71604938271605,64.50617283950618,65.12345679012346
c00211,watershed,211,1.3087500000090222,1.6033750772476196,1.1587807771384604,0.9924953095684803,1.5440753855411287,533,1.0,0.29220811444712186,0.3833048777472153,0.2587345314006052,40.74074074074074,47.53086419753087,15.432098765432098,29.629629629629626,60.49382716049383,70.67901234567901,72.53086419753086
